LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
New Delhi,2017,Mahindra,TUV300 T8,Manual,"19,065 km",Diesel,1st Owner,"₹6,95,099"
New Delhi,2018,Maruti,Vitara Brezza VDI OPT,Manual,"50,742 km",Diesel,1st Owner,"₹7,16,999"
New Delhi,2016,Hyundai,Creta 1.6 SX CRDI,,"1,99,598 km",Diesel,1st Owner,"₹7,25,899"
New Delhi,2016,Hyundai,Creta 1.6 SX (O) CRDI,,"53,957 km",Diesel,1st Owner,"₹8,94,399"
New Delhi,2015,Maruti,S Cross ALPHA 1.3,Manual,"94,544 km",Diesel,1st Owner,"₹5,32,899"
New Delhi,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,21,060 km",Diesel,2nd Owner,"₹5,52,299"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"24,768 km",Diesel,1st Owner,"₹8,77,099"
New Delhi,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"69,958 km",Diesel,1st Owner,"₹10,97,599"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"92,569 km",Diesel,1st Owner,"₹6,78,399"
New Delhi,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"26,693 km",Petrol,2nd Owner,"₹7,26,099"
New Delhi,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"34,212 km",Petrol,1st Owner,"₹7,19,999"
New Delhi,2017,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"37,026 km",Petrol,1st Owner,"₹7,30,899"
New Delhi,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"35,747 km",Diesel,1st Owner,"₹8,34,799"
New Delhi,2016,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"88,979 km",Diesel,1st Owner,"₹6,21,999"
New Delhi,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,356 km",Diesel,1st Owner,"₹6,76,099"
New Delhi,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"24,772 km",Diesel,2nd Owner,"₹8,75,599"
New Delhi,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"76,170 km",Petrol,1st Owner,"₹6,11,499"
New Delhi,2018,Maruti,Vitara Brezza ZDI,Manual,"83,300 km",Diesel,2nd Owner,"₹7,16,799"
New Delhi,2018,Hyundai,Creta 1.6 SX AT CRDI,Manual,"29,854 km",Diesel,3rd Owner,"₹12,35,999"
New Delhi,2020,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"30,097 km",Diesel,1st Owner,"₹10,21,799"
New Delhi,2016,Hyundai,Creta 1.6 SX CRDI,,"1,99,598 km",Diesel,1st Owner,"₹7,25,899"
New Delhi,2016,Hyundai,Creta 1.6 SX (O) CRDI,,"53,957 km",Diesel,1st Owner,"₹8,94,399"
New Delhi,2015,Maruti,S Cross ALPHA 1.3,Manual,"94,544 km",Diesel,1st Owner,"₹5,32,899"
New Delhi,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,21,060 km",Diesel,2nd Owner,"₹5,52,299"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"24,768 km",Diesel,1st Owner,"₹8,77,099"
New Delhi,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"69,958 km",Diesel,1st Owner,"₹10,97,599"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"92,569 km",Diesel,1st Owner,"₹6,78,399"
New Delhi,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"26,693 km",Petrol,2nd Owner,"₹7,26,099"
New Delhi,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"34,212 km",Petrol,1st Owner,"₹7,19,999"
New Delhi,2017,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"37,026 km",Petrol,1st Owner,"₹7,30,899"
New Delhi,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"35,747 km",Diesel,1st Owner,"₹8,34,799"
New Delhi,2016,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"88,979 km",Diesel,1st Owner,"₹6,21,999"
New Delhi,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,356 km",Diesel,1st Owner,"₹6,76,099"
New Delhi,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"24,772 km",Diesel,2nd Owner,"₹8,75,599"
New Delhi,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"76,170 km",Petrol,1st Owner,"₹6,11,499"
New Delhi,2018,Maruti,Vitara Brezza ZDI,Manual,"83,300 km",Diesel,2nd Owner,"₹7,16,799"
New Delhi,2018,Hyundai,Creta 1.6 SX AT CRDI,Manual,"29,854 km",Diesel,3rd Owner,"₹12,35,999"
New Delhi,2020,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"30,097 km",Diesel,1st Owner,"₹10,21,799"
New Delhi,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"28,379 km",Diesel,1st Owner,"₹8,78,599"
New Delhi,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"97,613 km",Diesel,2nd Owner,"₹4,08,399"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"52,300 km",Diesel,1st Owner,"₹7,87,899"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"75,243 km",Diesel,1st Owner,"₹7,78,199"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"27,455 km",Diesel,1st Owner,"₹8,44,899"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"18,028 km",Diesel,1st Owner,"₹8,16,899"
New Delhi,2017,Mahindra,Bolero Power+ ZLX Micro Hybrid,Manual,"95,145 km",Diesel,1st Owner,"₹5,72,399"
New Delhi,2013,Renault,Duster 85 PS RXL OPT,Manual,"96,788 km",Diesel,1st Owner,"₹4,21,499"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"35,231 km",Diesel,1st Owner,"₹6,21,899"
New Delhi,2019,Toyota,Innova Crysta 2.8 GX AT 7 STR,Automatic,"31,813 km",Diesel,1st Owner,"₹16,82,999"
New Delhi,2019,Maruti,Ertiga VXI SMART HYBRID,Manual,"11,476 km",Petrol,1st Owner,"₹8,34,599"
New Delhi,2018,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"52,134 km",Diesel,2nd Owner,"₹6,28,299"
New Delhi,2015,Maruti,Ertiga VXI,Manual,"43,104 km",Petrol,1st Owner,"₹6,10,899"
New Delhi,2014,Renault,Duster 85 PS RXL,Manual,"51,727 km",Diesel,1st Owner,"₹4,30,099"
New Delhi,2017,Ford,Ecosport 1.5 TREND TI VCT,Manual,"40,392 km",Petrol + CNG,1st Owner,"₹6,22,399"
New Delhi,2016,Renault,Duster RXZ DIESEL 110,Manual,"58,152 km",Diesel,2nd Owner,"₹5,54,099"
New Delhi,2017,Maruti,Ertiga VDI SHVS,Manual,"1,18,264 km",Diesel,1st Owner,"₹6,57,999"
New Delhi,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"82,096 km",Diesel,1st Owner,"₹10,97,199"
New Delhi,2018,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"59,837 km",Diesel,2nd Owner,"₹12,51,099"
New Delhi,2016,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"78,878 km",Diesel,1st Owner,"₹8,27,899"
New Delhi,2016,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"55,835 km",Diesel,1st Owner,"₹9,75,699"
New Delhi,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,27,254 km",Diesel,1st Owner,"₹4,21,699"
New Delhi,2019,Ford,Ecosport TITANIUM PLUS 1.5 TI VCT MT,,"14,623 km",Petrol,1st Owner,"₹9,11,999"
New Delhi,2018,Maruti,Vitara Brezza VDI OPT,Manual,"36,807 km",Diesel,1st Owner,"₹7,71,899"
New Delhi,2018,Maruti,Vitara Brezza VDI,Manual,"26,505 km",Diesel,1st Owner,"₹7,50,799"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"49,708 km",Diesel,1st Owner,"₹7,86,599"
New Delhi,2019,Maruti,Vitara Brezza VDI AMT,Manual,"56,076 km",Diesel,1st Owner,"₹9,00,599"
New Delhi,2017,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"31,557 km",Petrol,1st Owner,"₹7,73,399"
New Delhi,2014,Mahindra,Scorpio SLE BS IV,Manual,"45,347 km",Diesel,3rd Owner,"₹5,37,999"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"79,494 km",Diesel,1st Owner,"₹5,77,637"
New Delhi,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"29,749 km",Diesel,2nd Owner,"₹6,98,199"
New Delhi,2018,Mahindra,Thar CRDE 4X4 BS IV,Manual,"24,191 km",Diesel,2nd Owner,"₹7,40,599"
New Delhi,2018,Tata,NEXON XM 1.2,Manual,"25,903 km",Petrol,1st Owner,"₹6,66,499"
New Delhi,2014,Maruti,Ertiga ZDI,Manual,"66,132 km",Diesel,1st Owner,"₹5,38,499"
New Delhi,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"40,788 km",Diesel,1st Owner,"₹8,49,299"
New Delhi,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"25,232 km",Petrol,1st Owner,"₹7,79,999"
New Delhi,2020,Maruti,Vitara Brezza ZXI AT SHVS,Automatic,"20,024 km",Petrol,1st Owner,"₹10,78,099"
New Delhi,2014,Honda,Mobilio 1.5 V OPT I DTEC,Manual,"50,873 km",Diesel,1st Owner,"₹5,42,599"
New Delhi,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"3,983 km",Petrol,1st Owner,"₹13,60,099"
New Delhi,2014,Maruti,Ertiga ZDI,Manual,"93,340 km",Diesel,2nd Owner,"₹5,59,199"
New Delhi,2020,Mahindra,XUV 3OO W4 PETROL,Manual,"6,573 km",Petrol,1st Owner,"₹7,81,299"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,,"58,003 km",Diesel,1st Owner,"₹8,41,999"
New Delhi,2017,Maruti,Dzire VXI,Manual,"23,321 km",Petrol,1st Owner,"₹6,31,699"
New Delhi,2017,Maruti,Ciaz DELTA 1.3 DDIS SHVS,Manual,"66,396 km",Diesel,2nd Owner,"₹6,07,099"
New Delhi,2012,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"1,12,865 km",Diesel,1st Owner,"₹3,92,799"
New Delhi,2019,Ford,Figo Aspire 1.2 TITANIUM+ PETROL,Manual,"10,063 km",Petrol,1st Owner,"₹6,72,999"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,,"1,58,642 km",Diesel,1st Owner,"₹4,57,899"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,,"58,123 km",Diesel,2nd Owner,"₹5,27,699"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"32,686 km",Petrol,1st Owner,"₹5,04,899"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"13,358 km",Petrol,1st Owner,"₹5,13,499"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"53,442 km",Petrol,1st Owner,"₹4,54,599"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,10,592 km",Diesel,2nd Owner,"₹3,42,299"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"53,938 km",Diesel,1st Owner,"₹4,47,899"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"83,414 km",Diesel,1st Owner,"₹3,53,999"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"74,644 km",Diesel,1st Owner,"₹4,01,999"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"76,795 km",Diesel,1st Owner,"₹3,69,899"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"87,025 km",Diesel,1st Owner,"₹3,38,299"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,45,373 km",Diesel,1st Owner,"₹3,71,199"
New Delhi,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"82,659 km",Diesel,1st Owner,"₹4,73,899"
New Delhi,2016,Maruti,Ciaz VXI PLUS,Manual,"63,494 km",Petrol,1st Owner,"₹5,97,699"
New Delhi,2014,Honda,City V MT PETROL,Manual,"79,527 km",Petrol,2nd Owner,"₹5,51,799"
New Delhi,2017,Maruti,Dzire ZXI AMT,Automatic,"22,432 km",Petrol,1st Owner,"₹6,22,399"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,,"1,58,642 km",Diesel,1st Owner,"₹4,57,899"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,,"58,123 km",Diesel,2nd Owner,"₹5,27,699"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"32,686 km",Petrol,1st Owner,"₹5,04,899"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"13,358 km",Petrol,1st Owner,"₹5,13,499"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"53,442 km",Petrol,1st Owner,"₹4,54,599"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,10,592 km",Diesel,2nd Owner,"₹3,42,299"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"53,938 km",Diesel,1st Owner,"₹4,47,899"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"83,414 km",Diesel,1st Owner,"₹3,53,999"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"74,644 km",Diesel,1st Owner,"₹4,01,999"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"76,795 km",Diesel,1st Owner,"₹3,69,899"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"87,025 km",Diesel,1st Owner,"₹3,38,299"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,45,373 km",Diesel,1st Owner,"₹3,71,199"
New Delhi,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"82,659 km",Diesel,1st Owner,"₹4,73,899"
New Delhi,2016,Maruti,Ciaz VXI PLUS,Manual,"63,494 km",Petrol,1st Owner,"₹5,97,699"
New Delhi,2014,Honda,City V MT PETROL,Manual,"79,527 km",Petrol,2nd Owner,"₹5,51,799"
New Delhi,2017,Maruti,Dzire ZXI AMT,Automatic,"22,432 km",Petrol,1st Owner,"₹6,22,399"
New Delhi,2014,Maruti,Swift Dzire LDI BS IV,Manual,"55,542 km",Diesel,1st Owner,"₹3,42,999"
New Delhi,2012,Hyundai,Verna FLUIDIC 1.6 EX VTVT,Manual,"25,373 km",Petrol,2nd Owner,"₹4,35,399"
New Delhi,2019,Honda,Civic ZX MT DIESEL,,"40,820 km",Diesel,1st Owner,"₹17,51,899"
New Delhi,2018,Honda,City V MT DIESEL,Manual,"43,730 km",Diesel,1st Owner,"₹8,43,899"
New Delhi,2014,Hyundai,Xcent S 1.2 OPT,Manual,"40,927 km",Petrol,1st Owner,"₹4,22,699"
New Delhi,2015,Honda,City S MT DIESEL,Manual,"81,260 km",Diesel,1st Owner,"₹5,93,199"
New Delhi,2017,Maruti,Ciaz DELTA 1.3 DDIS SHVS,Manual,"69,995 km",Diesel,1st Owner,"₹6,40,899"
New Delhi,2014,Maruti,Ciaz VDI PLUS,Manual,"1,13,158 km",Diesel,1st Owner,"₹5,17,599"
New Delhi,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"31,505 km",Petrol,1st Owner,"₹4,21,599"
New Delhi,2017,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"31,724 km",Petrol,1st Owner,"₹4,79,899"
New Delhi,2020,Honda,City V MT PETROL,Manual,"8,641 km",Petrol,1st Owner,"₹11,07,899"
New Delhi,2020,Honda,City ZX CVT,Automatic,"10,322 km",Petrol,1st Owner,"₹13,91,999"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"88,835 km",Diesel,1st Owner,"₹3,97,099"
New Delhi,2013,Maruti,Swift Dzire VDI,Manual,"69,373 km",Diesel,1st Owner,"₹3,63,899"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"66,341 km",Diesel,1st Owner,"₹3,83,099"
New Delhi,2017,Maruti,Dzire VDI AMT,Automatic,"34,349 km",Diesel,2nd Owner,"₹6,20,099"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"23,258 km",Petrol,1st Owner,"₹5,23,999"
New Delhi,2012,Ford,Fiesta TITANIUM DIESEL,Manual,"68,356 km",Diesel,2nd Owner,"₹3,13,099"
New Delhi,2017,Maruti,Dzire VDI,Manual,"56,502 km",Diesel,1st Owner,"₹5,81,299"
New Delhi,2013,Honda,Amaze 1.2 SAT I VTEC,Automatic,"89,197 km",Petrol,1st Owner,"₹3,69,399"
New Delhi,2014,Hyundai,Xcent BASE 1.2,Manual,"42,384 km",Petrol,1st Owner,"₹3,95,899"
New Delhi,2018,Maruti,Dzire LXI,Manual,"9,838 km",Petrol,1st Owner,"₹5,71,699"
New Delhi,2014,Hyundai,Xcent S 1.2,Manual,"63,251 km",Petrol,1st Owner,"₹3,87,299"
New Delhi,2012,Toyota,Etios GD,Manual,"55,275 km",Diesel,1st Owner,"₹3,40,199"
New Delhi,2018,Maruti,Dzire VXI,Manual,"42,575 km",Petrol,1st Owner,"₹6,10,999"
New Delhi,2016,Maruti,Ciaz ZDI+ SHVS,Manual,"56,758 km",Diesel,2nd Owner,"₹5,88,999"
New Delhi,2014,Maruti,Ciaz ZDI,Manual,"1,23,906 km",Diesel,3rd Owner,"₹4,37,599"
New Delhi,2013,Toyota,Etios GD,Manual,"47,074 km",Diesel,1st Owner,"₹3,85,699"
New Delhi,2015,Hyundai,Xcent SX 1.2,Manual,"45,547 km",Petrol + CNG,2nd Owner,"₹5,07,999"
New Delhi,2015,Honda,City V MT DIESEL,Manual,"1,93,704 km",Diesel,2nd Owner,"₹4,97,999"
New Delhi,2013,Honda,Amaze 1.5 VXMT I DTEC,Manual,"1,09,366 km",Diesel,2nd Owner,"₹2,99,299"
New Delhi,2018,Maruti,Dzire VDI,Manual,"29,735 km",Diesel,1st Owner,"₹6,38,899"
New Delhi,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"39,845 km",Petrol,1st Owner,"₹5,59,899"
New Delhi,2015,Hyundai,Verna FLUIDIC 1.6 CRDI S (o),,"62,300 km",Diesel,1st Owner,"₹6,46,299"
New Delhi,2015,Maruti,Ciaz ZDI,Manual,"61,758 km",Diesel,2nd Owner,"₹6,34,699"
New Delhi,2018,Honda,Amaze 1.2 V CVT I VTEC,Manual,"14,259 km",Petrol,1st Owner,"₹7,46,799"
New Delhi,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"73,614 km",Petrol,1st Owner,"₹3,91,599"
New Delhi,2015,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"57,022 km",Petrol,1st Owner,"₹5,07,899"
New Delhi,2015,Maruti,Swift Dzire ZDI,Manual,"30,696 km",Diesel,1st Owner,"₹5,29,899"
New Delhi,2015,Maruti,Swift Dzire VDI ABS,Manual,"76,778 km",Diesel,1st Owner,"₹4,53,699"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,37,452 km",Diesel,1st Owner,"₹3,71,099"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"47,838 km",Diesel,1st Owner,"₹4,07,399"
New Delhi,2016,Maruti,Swift Dzire LDI BS IV,Manual,"54,447 km",Diesel,1st Owner,"₹4,49,299"
New Delhi,2015,Honda,Amaze 1.2 SX MT I VTEC,Manual,"40,386 km",Petrol,2nd Owner,"₹3,92,699"
New Delhi,2018,Honda,City V MT DIESEL,Manual,"43,730 km",Diesel,1st Owner,"₹8,43,899"
New Delhi,2014,Hyundai,Xcent S 1.2 OPT,Manual,"40,927 km",Petrol,1st Owner,"₹4,22,699"
New Delhi,2015,Honda,City S MT DIESEL,Manual,"81,260 km",Diesel,1st Owner,"₹5,93,199"
New Delhi,2017,Maruti,Ciaz DELTA 1.3 DDIS SHVS,Manual,"69,995 km",Diesel,1st Owner,"₹6,40,899"
New Delhi,2014,Maruti,Ciaz VDI PLUS,Manual,"1,13,158 km",Diesel,1st Owner,"₹5,17,599"
New Delhi,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"31,505 km",Petrol,1st Owner,"₹4,21,599"
New Delhi,2017,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"31,724 km",Petrol,1st Owner,"₹4,79,899"
New Delhi,2020,Honda,City V MT PETROL,Manual,"8,641 km",Petrol,1st Owner,"₹11,07,899"
New Delhi,2020,Honda,City ZX CVT,Automatic,"10,322 km",Petrol,1st Owner,"₹13,91,999"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"88,835 km",Diesel,1st Owner,"₹3,97,099"
New Delhi,2013,Maruti,Swift Dzire VDI,Manual,"69,373 km",Diesel,1st Owner,"₹3,63,899"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"66,341 km",Diesel,1st Owner,"₹3,83,099"
New Delhi,2017,Maruti,Dzire VDI AMT,Automatic,"34,349 km",Diesel,2nd Owner,"₹6,20,099"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"23,258 km",Petrol,1st Owner,"₹5,23,999"
New Delhi,2012,Ford,Fiesta TITANIUM DIESEL,Manual,"68,356 km",Diesel,2nd Owner,"₹3,13,099"
New Delhi,2017,Maruti,Dzire VDI,Manual,"56,502 km",Diesel,1st Owner,"₹5,81,299"
New Delhi,2013,Honda,Amaze 1.2 SAT I VTEC,Automatic,"89,197 km",Petrol,1st Owner,"₹3,69,399"
New Delhi,2014,Hyundai,Xcent BASE 1.2,Manual,"42,384 km",Petrol,1st Owner,"₹3,95,899"
New Delhi,2018,Maruti,Dzire LXI,Manual,"9,838 km",Petrol,1st Owner,"₹5,71,699"
New Delhi,2014,Hyundai,Xcent S 1.2,Manual,"63,251 km",Petrol,1st Owner,"₹3,87,299"
New Delhi,2014,Honda,City 1.5 E MT PETROL,Manual,"37,322 km",Petrol,2nd Owner,"₹4,95,499"
New Delhi,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"27,905 km",Petrol,1st Owner,"₹5,91,399"
New Delhi,2018,Maruti,Dzire ZDI Plus AMT,Automatic,"67,097 km",Diesel,2nd Owner,"₹6,26,299"
New Delhi,2018,Maruti,Dzire VXI,Manual,"42,575 km",Petrol,1st Owner,"₹6,10,999"
New Delhi,2016,Maruti,Ciaz ZDI+ SHVS,Manual,"56,758 km",Diesel,2nd Owner,"₹5,88,999"
New Delhi,2014,Maruti,Ciaz ZDI,Manual,"1,23,906 km",Diesel,3rd Owner,"₹4,37,599"
New Delhi,2013,Toyota,Etios GD,Manual,"47,074 km",Diesel,1st Owner,"₹3,85,699"
New Delhi,2016,Skoda,Superb 1.8 TSI LK AT,Automatic,"38,718 km",Petrol,3rd Owner,"₹12,76,499"
New Delhi,2015,BMW,3 Series 320D,Automatic,"35,591 km",Diesel,2nd Owner,"₹16,61,799"
New Delhi,2015,BMW,3 Series 320D,Automatic,"33,958 km",Diesel,2nd Owner,"₹17,21,299"
New Delhi,2013,Mercedes,Benz E Class E 250 CDI AVANTGARDE,Manual,"41,294 km",Diesel,2nd Owner,"₹15,75,499"
New Delhi,2014,Toyota,Corolla Altis D 4D J,Manual,"1,03,033 km",Diesel,1st Owner,"₹7,13,899"
New Delhi,2018,Toyota,Corolla Altis VL AT,Automatic,"53,593 km",Petrol,1st Owner,"₹14,91,399"
New Delhi,2013,Toyota,Corolla Altis D 4D G,Manual,"37,277 km",Diesel,1st Owner,"₹5,28,999"
New Delhi,2017,Skoda,Superb 1.8 TSI LK AT,Automatic,"19,965 km",Petrol,1st Owner,"₹20,36,199"
New Delhi,2016,Toyota,Corolla Altis G,Manual,"74,661 km",Petrol,1st Owner,"₹8,55,399"
New Delhi,2012,Volvo,S60 SUMMUM D5,Automatic,"41,361 km",Diesel,2nd Owner,"₹9,40,799"
New Delhi,2014,Toyota,Corolla Altis D 4D G,Manual,"1,26,822 km",Diesel,1st Owner,"₹6,97,499"
New Delhi,2015,BMW,5 Series 520D LUXURY LINE,Automatic,"80,744 km",Diesel,2nd Owner,"₹19,09,999"
New Delhi,2014,Toyota,Corolla Altis VL AT,Automatic,"21,567 km",Petrol,2nd Owner,"₹10,60,599"
New Delhi,2016,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"53,256 km",Petrol,1st Owner,"₹5,74,099"
New Delhi,2013,Maruti,Ritz VDI,Manual,"55,000 km",Diesel,1st Owner,"₹2,54,199"
New Delhi,2020,Maruti,S PRESSO VXI,Manual,"4,170 km",Petrol,1st Owner,"₹4,35,999"
New Delhi,2015,Hyundai,Eon MAGNA PLUS,Manual,"58,809 km",Petrol,1st Owner,"₹3,00,599"
New Delhi,2014,Hyundai,Elite i20 SPORTZ (O) 1.2,Manual,"82,377 km",Petrol,1st Owner,"₹5,08,999"
New Delhi,2016,Maruti,Baleno ALPHA DDIS 190,Manual,"71,530 km",Diesel,1st Owner,"₹5,81,699"
New Delhi,2014,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"1,69,197 km",Diesel,1st Owner,"₹5,06,799"
New Delhi,2013,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"43,986 km",Petrol,1st Owner,"₹4,02,799"
New Delhi,2020,Hyundai,GRAND I10 NIOS ASTA PETROL AMT,Automatic,"11,966 km",Petrol,1st Owner,"₹7,57,899"
New Delhi,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"44,604 km",Petrol,1st Owner,"₹5,59,799"
New Delhi,2020,Hyundai,GRAND I10 NIOS MAGNA 1.2 MT,Manual,"3,907 km",Petrol,1st Owner,"₹6,37,999"
New Delhi,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"82,529 km",Petrol,1st Owner,"₹5,17,099"
New Delhi,2021,Toyota,Glanza V CVT,Automatic,"4,768 km",Petrol,1st Owner,"₹9,66,999"
New Delhi,2015,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"1,41,314 km",Diesel,3rd Owner,"₹5,17,399"
New Delhi,2018,Maruti,IGNIS DELTA 1.2 K12,Manual,"31,148 km",Petrol,2nd Owner,"₹4,74,499"
New Delhi,2015,Honda,Jazz 1.2 V AT,Automatic,"11,166 km",Petrol,2nd Owner,"₹5,68,299"
New Delhi,2020,Maruti,S PRESSO VXI,Manual,"6,637 km",Petrol,1st Owner,"₹4,75,799"
New Delhi,2012,Maruti,Swift VDI,Manual,"1,20,326 km",Diesel,2nd Owner,"₹3,06,599"
New Delhi,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"12,322 km",Petrol,2nd Owner,"₹5,62,499"
New Delhi,2017,Maruti,Baleno ZETA 1.2 K12,Manual,"41,963 km",Petrol,1st Owner,"₹6,08,899"
New Delhi,2019,Maruti,Alto VXI,Manual,"13,299 km",Petrol,1st Owner,"₹3,88,699"
New Delhi,2019,Maruti,Alto 800 VXI,Manual,"10,316 km",Petrol,1st Owner,"₹3,52,499"
New Delhi,2019,Maruti,Baleno SIGMA 1.2 K12,Manual,"15,604 km",Petrol,1st Owner,"₹5,92,499"
New Delhi,2017,Maruti,Swift LXI OPT,Manual,"27,589 km",Petrol,2nd Owner,"₹4,49,699"
